pergunta,resposta,id,data
Chega em quanto dias,"Olá Dalila! O prazo de entrega para o CEP mencionado é de 17 a 20 dias. Atenciosamente, Lojas Temperare.",MLB28052640,07/10/2025
"Olá, gostaria de saber se vocês enviam para Bahia (CEP 45790000), qual é o custo e quando chegaria.","Oi Dalila! O frete para o CEP mencionado é de R$ 721,18 em até 12x sem juros com prazo de entrega entre 17 e 20 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,07/10/2025
Quando entrega? Cep 08790-530,"Oi Frederico! O frete para o CEP mencionado é de R$ 235,52 em até 12x sem juros com prazo de entrega entre 02 e 05 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,03/10/2025
Vcs fazem entrega no cep 68030340,"Oi Andre! O frete para o CEP mencionado é de R$ 892,79 em até 12x sem juros com prazo de entrega entre 24 e 27 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,06/10/2025
Boa tarde. Vocês tem a opção com inverter?,"Olá Aluzio!! A opção do freezer Inverter EVZ21 560L que temos no momento é com porta fechada, separei no link abaixo para você: https://www.mercadolivre.com.br/freezer-vertical-560l-branco-evz21-inverter-bivolt-imbera/up/MLBU3378995875 Atenciosamente, Lojas Temperare.",MLB28052640,03/10/2025
"Olá, gostaria de saber se o freezer é fros free? E como falar com o vendedor antes da compra?","Olá Ivany! A refrigeração do freezer EVZ21 é Cool Wall. Você pode entrar em contato com a nossa equipe de vendas através da nossa plataforma própria. Ficamos a disposição para ajuda-lo. Atenciosamente, Lojas Temperare.",MLB28052640,29/09/2025
"Olá, gostaria de saber se vocês enviam para Bahia (CEP 45818000), qual é o custo e quando chegaria.","Oi! O frete para o CEP mencionado é de R$ 721,18 em até 12x sem juros com prazo de entrega entre 17 e 20 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,29/09/2025
"Olá, gostaria de saber se vocês enviam para Distrito Federal (CEP 72020045 qual é o custo e quando chegaria.","Oi Revelino! O frete para o CEP mencionado é de R$ 363,33 em até 12x sem juros com prazo de entrega entre 05 e 08 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,12/09/2025
voce consegue na cor preto com o mesmo valor?,"Olá!! Infelizmente não conseguimos aplicar descontos aqui na plataforma do Mercado Livre, porém você pode entrar em contato com o nosso time comercial através de nossa plataforma própria, para podermos ajuda-lo com o seu produto desejado. Atenciosamente, Lojas Temperare.",MLB28052640,12/09/2025
Em quanto tempo chega?,"Olá Rivelino! O prazo de entrega para o CEP 72020045 é de 05 a 08 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,12/09/2025
"Olá, gostaria de saber se vocês enviam para Minas Gerais (CEP 35500005), qual é o custo e quando chegaria.","Oi Jean! O frete para o CEP mencionado é de R$ 399,84 em até 12x sem juros com prazo de entrega entre 09 e 12 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,11/09/2025
"Olá, gostaria de saber se vocês enviam para São Paulo (CEP 15025025), qual é o custo e quando chegaria.","Oi Elcio! O frete para o CEP mencionado é de R$ 399,84 em até 12x sem juros com prazo de entrega entre 6 e 9 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,11/09/2025
"Olá, gostaria de saber se vocês enviam para Bahia (CEP 44600000), qual é o custo e quando chegaria.","Olá!! O frete para o CEP mencionado é de R$ 637,18 em até 12x sem juros com prazo de entrega entre 17 e 20 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,03/09/2025
Coloca o link do frete com produto pra comprar,"Olá Reginaldo!! O nosso setor de pós vendas enviará para o senhor o link de pagamento do frete para poder ser acertado. Atenciosamente, Lojas Temperare.",MLB28052640,01/09/2025
Link do produto com frete para comprar por favor,"Olá Reginaldo!! O nosso setor de pós vendas enviará para o senhor o link de pagamento do frete para poder ser acertado. Atenciosamente, Lojas Temperare.",MLB28052640,01/09/2025
"Olá, gostaria de saber se vocês enviam para Minas Gerais (CEP 38550004), qual é o custo e quando chegaria.","Oi Viviane! O frete para o CEP mencionado é de R$ 399,84 em até 12x sem juros com prazo de entrega entre 09 e 12 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,01/09/2025
Link com valor do frete por favor,"Olá Reginaldo!! O nosso setor de pós vendas enviará para o senhor o link de pagamento do frete para poder ser acertado. Atenciosamente, Lojas Temperare.",MLB28052640,01/09/2025
Coloca o link do frete pra fazer a compra,"Olá Reginaldo!! O nosso setor de pós vendas enviará para o senhor o link de pagamento do frete para poder ser acertado. Atenciosamente, Lojas Temperare.",MLB28052640,01/09/2025
"Olá, gostaria de saber se vocês enviam para Minas Gerais (CEP 36703030), qual é o custo e quando chegaria.","Oi Reginaldo! O frete para o CEP mencionado é de R$ 399,84 em até 12x sem juros com prazo de entrega entre 09 e 12 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,01/09/2025
"Olá, gostaria de saber se vocês enviam para Rio Grande do Norte (CEP 59179000), qual é o custo e quando chegaria.","Oi Sebastian! O frete para o CEP mencionado é de R$ 1.289,99 em até 12x sem juros com prazo de entrega entre 14 e 17 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,01/09/2025
"Olá, gostaria de saber se vocês enviam para Minas Gerais (CEP 37505008), qual é o custo e quando chegaria.","Oi! O frete para o CEP mencionado é de R$ 399,84 em até 12x sem juros com prazo de entrega entre 09 e 12 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,01/09/2025
"Olá, gostaria de saber se vocês enviam para Minas Gerais (CEP 35424273), qual é o custo e quando chegaria.","Oi Wilton! O frete para o CEP mencionado é de R$ 399,84 em até 12x sem juros com prazo de entrega entre 09 e 12 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,01/09/2025
Qual o frete para 88715000,"Oi Renival! O frete para o CEP mencionado é de R$ 637,18 em até 12x sem juros com prazo de entrega entre 11 e 14 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,29/08/2025
"Olá, gostaria de saber se vocês enviam para Minas Gerais (CEP 36703030), qual é o custo e quando chegaria.","Oi Reginaldo! O frete para o CEP mencionado é de R$ 399,84 em até 12x sem juros com prazo de entrega entre 09 e 12 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,25/08/2025
"Olá, gostaria de saber se vocês enviam para São Paulo (CEP 03254350), qual é o custo e quando chegaria.","Oi Josiane! O frete para o CEP mencionado é de R$ 217,27 em até 12x sem juros com prazo de entrega entre 02 e 04 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,25/08/2025
Quanto fica o frete para o cep 43715795?,"Oi Meise! O frete para o CEP mencionado é de R$ 600,67 em até 12x sem juros com prazo de entrega entre 09 e 12 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,13/08/2025
Qual o frete para 78731-226?,"Oi Leila! O frete para o CEP mencionado é de R$ 764,99 em até 12x sem juros com prazo de entrega entre 21 e 24 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,11/08/2025
"Boa noite, qual o frete para 13280-077 vinhedo sp","Oi Juliana! O frete para o CEP mencionado é de R$ 399,84 em até 12x sem juros com prazo de entrega entre 06 e 09 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,08/07/2025
Frete para sete lagoas mg 35702270,"Oi! O frete para o CEP mencionado é de R$ 399,84 com prazo de entrega entre 12 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,30/06/2025
Olá boa noite !! Quanto fica o frete para o cep 30690730?,"Oi Ludmila! O frete para o CEP mencionado é de R$ 272,04 com prazo de entrega entre 06 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,25/06/2025
Qual valor do frete para o CEP 46446-000?,"Olá Leila!! O frete para o CEP mencionado é de R$ 637,18 com prazo de entrega entre 20 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,14/05/2025
"Olá, qual o frete para 95010100 ?","Olá Arthur!! O frete para o CEP mencionado é de R$ 637,18 com prazo de entrega entre 15 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,02/05/2025
"Olá, obrigado pela resposta, mas só para ajudar próximos compradores, consegui contato com a própria Imbera e esse modelo de freezer o EVZ21 tem sim o botão para desligamento dos leds de iluminação das portas, inclusive me enviaram fotos, mas os modelos somente refrigeradores não tem mesmo.","Olá Junior! Vamos verificar com a fábrica sobre o modelo EVZ21. Por gentileza, entre em contato conosco mais tarde para podermos esclarecer sobre. Atenciosamente, Lojas Temperare.",MLB28052640,06/05/2025
"Boa tarde! Por gentileza uma informação, ele tem botão para desligar os leds de iluminação? Tipo, quando fecho a loja desligo as luzes de todos os freezeres e refrigeradores, porém sei que tem alguns que ficam sempre ligadas as luzes, esse tem o botão para desligar?","Olá Junior!! Não tem botão nesses modelos da Imbera. Atenciosamente, Lojas Temperare.",MLB28052640,02/05/2025
Valor do frete ate CEP 23937-000,"Olá Pedro! O frete para o CEP mencionado é de R$ 363,33 com prazo de entrega entre 05 dias úteis. Atenciosamente, Lojas Temperare.",MLB28052640,28/04/2025
Quantos centímetros tem as prateleiras do frizzer vertical 246 litros?,Olá. Infelizmente esta informação não foi repassada pelo fabricante do produto. Equipe Lojas Colombo.,MLB23603003,18/11/2025
"Boa tarde, tudo bem? Queria confirmar, as gavetas são de grades metalicas e o puxador que é de plástico?","Olá, sim, a parte da frente da gaveta é plástico e laterais e fundo é de grade",MLB23603003,17/09/2025
"estou tentadno comprar, contudo não consigo finalizar alegando que não fazem entregas no nordeste","Olá, tudo bem? Por aqui não temos todas as informações sobre sua solicitação, mas vamos te ajudar a entrar em contato com a equipe responsável. Basta acessar o site https://www.mercadolivre.com.br/ajuda e selecionar as opções de acordo com sua situação ou clicar em ""Fale Conosco"" para entrar em contato com o atendimento. Também é possível acessar por meio do app Mercado Livre: no menu de opções, selecione ""Ajuda"" Clique em Fale Conosco Em breve você receberá retorno. Ficamos à disposição!",MLB36440291,25/06/2025
"estou tentadno comprar, contudo não consigo finalizar alegando que não fazem entregas no nordeste","Olá, tudo bem? Por aqui não temos todas as informações sobre sua solicitação, mas vamos te ajudar a entrar em contato com a equipe responsável. Basta acessar o site https://www.mercadolivre.com.br/ajuda e selecionar as opções de acordo com sua situação ou clicar em ""Fale Conosco"" para entrar em contato com o atendimento. Também é possível acessar por meio do app Mercado Livre: no menu de opções, selecione ""Ajuda"" Clique em Fale Conosco Em breve você receberá retorno. Ficamos à disposição!",MLB36440291,25/06/2025
não fazem entregas no nordeste?,"Olá, tudo bem? Enviamos para todo o Brasil e temos estoque a pronta entrega! Realizamos o envio em até 24h após a aprovação do pagamento em nossa plataforma. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,25/06/2025
"bom dia, alguma previsão de envio para o cep 56310795? desde já agradeço","Olá, tudo bem? O prazo de entrega pode variar de acordo com o endereço informado. Para calcular o prazo correto de entrega, é só digitar o CEP no campo ""Calcular o prazo de entrega"" próximo ao botão comprar. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,25/06/2025
"estou tentadno comprar, contudo não consigo finalizar alegando que não fazem entregas no nordeste","Olá, tudo bem? Por aqui não temos todas as informações sobre sua solicitação, mas vamos te ajudar a entrar em contato com a equipe responsável. Basta acessar o site https://www.mercadolivre.com.br/ajuda e selecionar as opções de acordo com sua situação ou clicar em ""Fale Conosco"" para entrar em contato com o atendimento. Também é possível acessar por meio do app Mercado Livre: no menu de opções, selecione ""Ajuda"" Clique em Fale Conosco Em breve você receberá retorno. Ficamos à disposição!",MLB36440291,25/06/2025
Olá!,"Olá, tudo bem? Não conseguimos entender muito bem sua dúvida. Poderia nos dar mais detalhes? Aguardamos seu contato.",MLB36440291,23/06/2025
Ele não tem gavetas??,"Olá, tudo bem? Esse freezer possui 3 gavetas e 4 prateleiras. É um ótimo produto, você vai adorar. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,23/06/2025
"Olá, a pergunta é sobre a data de entrega!","Olá, tudo bem? Compreendemos, para calcular a data de entrega, é só digitar o CEP no campo ""Calcular o prazo de entrega"" próximo ao botão comprar. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,23/06/2025
"Bom dia, comprando hoje 23/06/25, qual a previsão de entrega para CEP 45940-000","Olá, tudo bem? O prazo de entrega pode variar de acordo com o endereço informado. Para calcular o prazo correto de entrega, é só digitar o CEP no campo ""Calcular o prazo de entrega"" próximo ao botão comprar. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,23/06/2025
Olá boa tarde. Consigo fazer a regulagem de temperatura de quanto a quantos graus negativo ?,"Olá, tudo bem? Como somos os vendedores dos produtos, as informações que compartilhamos em nossas publicações são as que os fabricantes possuem, no entanto, a informação solicitada não é disponibilizada no site oficial do fornecedor do produto. Mas entendemos a importância e pedimos que continue acompanhando, caso surja alguma atualização, adicionaremos no anúncio! Ficamos à disposição!",MLB36440291,22/06/2025
Pq voces nao entrega em ilha comprida pois eu quero comprar ele,"Olá, tudo bem? Por aqui não temos todas as informações sobre sua solicitação, mas vamos te ajudar a entrar em contato com a equipe responsável. Basta acessar o site https://www.mercadolivre.com.br/ajuda e selecionar as opções de acordo com sua situação ou clicar em ""Fale Conosco"" para entrar em contato com o atendimento. Também é possível acessar por meio do app Mercado Livre: no menu de opções, selecione ""Ajuda"" Clique em Fale Conosco Em breve você receberá retorno. Ficamos à disposição!",MLB36440291,20/06/2025
"Boa tarde , e frost free?","Olá, tudo bem? Não, esse freezer não é frost free. Ele possui a tecnologia Defrost, o que significa que haverá um acúmulo de gelo, ou seja, o degelo precisa ser manual. Uma das vantagens desse modelo é o menor consumo de energia. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,11/06/2025
"Olá, gostaria de saber se consegue frete grátis para gama df","Olá, tudo bem? O benefício do Frete Grátis pode variar de acordo com as dimensões, peso do produto e com a sua pontuação no nosso programa de fidelidade (Mercado Pontos) para produtos acima de R$ 199 na categoria de Supermercado e acima de R$ 79,00 para as demais categorias. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,11/06/2025
é Frost Free?,"Olá, tudo bem? Não. Esse freezer é Cycle Defrost. Garanta o seu, temos certeza que vai amar. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,10/06/2025
Boa tarde ....pode me informar quanto mede de uma prateleira na outra ?,"Olá, tudo bem? Como somos os vendedores dos produtos, as informações que compartilhamos em nossas publicações são as que os fabricantes possuem, no entanto, a informação solicitada não é disponibilizada no site oficial do fornecedor do produto. Mas entendemos a importância e pedimos que continue acompanhando, caso surja alguma atualização, adicionaremos no anúncio! Ficamos à disposição!",MLB36440291,10/06/2025
Consegue um cupom de desconto?,"Olá, tudo bem? No momento não conseguimos oferecer cupons ou maiores descontos. O valor que está no anúncio é o menor que conseguimos oferecer hoje, mas você pode comprar com confiança, nossos produtos são de ótima qualidade, possuem garantia e Nota Fiscal. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,07/06/2025
Não tem a opção de envio para minha região,"Olá, tudo bem? Por aqui não temos todas as informações sobre sua solicitação, mas vamos te ajudar a entrar em contato com a equipe responsável. Basta acessar o site https://www.mercadolivre.com.br/ajuda e selecionar as opções de acordo com sua situação ou clicar em ""Fale Conosco"" para entrar em contato com o atendimento. Também é possível acessar por meio do app Mercado Livre: no menu de opções, selecione ""Ajuda"" Clique em Fale Conosco Em breve você receberá retorno. Ficamos à disposição!",MLB36440291,06/06/2025
Vcs entregam no cep 75040-030?,"Olá, tudo bem? Realizamos o envio para todo território nacional, o prazo de entrega pode variar de acordo com o endereço informado. Para calcular o prazo correto de entrega, é só digitar o CEP no campo ""Calcular o prazo de entrega"" próximo ao botão comprar. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,06/06/2025
"Olá, vocês fazem entrega grátis para o meu cep 39 868 000??","Olá, tudo bem? O benefício do Frete Grátis pode variar de acordo com as dimensões, peso do produto e com a sua pontuação no nosso programa de fidelidade (Mercado Pontos) para produtos acima de R$ 199 na categoria de Supermercado e acima de R$ 79,00 para as demais categorias. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,06/06/2025
Boa noite. Vcs não fazem entrega pada meu cep 23970-000?,"Olá, tudo bem? Realizamos o envio para todo território nacional. O prazo de entrega pode variar de acordo com o endereço informado. Para calcular o prazo correto de entrega, é só digitar o CEP no campo ""Calcular o prazo de entrega"" próximo ao botão comprar. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,05/06/2025
"Boa noite, da onde vces são ?","Olá, tudo bem? Somos uma loja oficial do Mercado Livre. Não temos loja física. Nossa proposta é complementar a oferta de produtos que temos hoje no site, oferecendo aos compradores uma melhor experiência de compra. Aguardamos sua visita e compra! Ficamos à disposição.",MLB36440291,03/06/2025
"Boa noite! Comprei o Freezer, o motorista veio fazer a entrega sem o freezer e não teve mais muança no rastreio","Olá, tudo bem? Por aqui não temos todas as informações sobre sua solicitação, mas vamos te ajudar a entrar em contato com a equipe responsável. Basta acessar o site https://www.mercadolivre.com.br/ajuda e selecionar as opções de acordo com sua situação ou clicar em ""Fale Conosco"" para entrar em contato com o atendimento. Também é possível acessar por meio do app Mercado Livre: no menu de opções, selecione ""Ajuda"" Clique em Fale Conosco Em breve você receberá retorno. Ficamos à disposição!",MLB36440291,02/06/2025
Vcs tão loucos?? Faz um ano da enchente aqui no sul e vcs ainda tão com esse aviso?! Enlouqueceram de vez,"Olá, tudo bem? Por aqui não temos todas as informações sobre sua solicitação, mas vamos te ajudar a entrar em contato com a equipe responsável. Basta acessar o site https://www.mercadolivre.com.br/ajuda e selecionar as opções de acordo com sua situação ou clicar em ""Fale Conosco"" para entrar em contato com o atendimento. Também é possível acessar por meio do app Mercado Livre: no menu de opções, selecione ""Ajuda"" Clique em Fale Conosco Em breve você receberá retorno. Ficamos à disposição!",MLB36440291,01/06/2025
Tem inox,"Olá, tudo bem? No momento não temos esse freezer na cor inox, mas acompanhe nossa loja: https://www.mercadolivre.com.br/loja/mercado-livre#client=SEARCH&component_id=header_logo&tracking_id=503f8a23-2761-4795-955e-0083fcec9311 . Estamos recebendo novos produtos todas as semanas. Acompanhe as novidades e qualquer dúvida, ficamos à disposição!",MLB36440291,31/05/2025
Estou precisando do freezer para cerveja 600 ml ou seja altura das prateleiras de 30 cm,"Olá, tudo bem? Como somos os vendedores dos produtos, as informações que compartilhamos em nossas publicações são as que os fabricantes possuem, no entanto, a informação solicitada não é disponibilizada no site oficial do fornecedor do produto. Mas entendemos a importância e pedimos que continue acompanhando, caso surja alguma atualização, adicionaremos no anúncio! Ficamos à disposição!",MLB36440291,30/05/2025
"Olá gostaria de saber se tem como retirar todas as repartição, usaria para armazenar gelo, no caso saindo tenho mais esp","Olá, tudo bem? O produto vem com gavetas, então não seria possível alterar o layout interno. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,20/05/2025
Possui modo refrigerar e congelar?,"Olá, tudo bem? O freezer não possui modos de refrigeração, mas ele possui controle de temperatura, o que permite ajustar a temperatura de congelamento de acordo com a sua necessidade. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,19/05/2025
"Olá, qual o espaço entre uma prateleira e outra?","Olá, tudo bem? Como somos os vendedores dos produtos, as informações que compartilhamos em nossas publicações são as que os fabricantes possuem, no entanto, a informação solicitada não é disponibilizada no site oficial do fornecedor do produto. Mas entendemos a importância e pedimos que continue acompanhando, caso surja alguma atualização, adicionaremos no anúncio! Ficamos à disposição!",MLB36440291,18/05/2025
Como faço para comprar uma freezer de 162l sendo frost fred,"Olá, tudo bem? No momento não temos freezer 162l frost free, mas acompanhe nossa loja: https://lista.mercadolivre.com.br/loja/mercado-livre/freezer_NoIndex_True?sb=storefront_url#D[A:freezer] . Estamos recebendo novos produtos todas as semanas. Acompanhe as novidades e qualquer dúvida, ficamos à disposição!",MLB36440291,18/05/2025
Anuncia frete grátis full e quando você abre o anuncio tem que pagar frete. Isso é propaganda enganosa?,"Olá, tudo bem? O benefício do Frete Grátis pode variar de acordo com as dimensões, peso do produto e com a sua pontuação no nosso programa de fidelidade (Mercado Pontos) para produtos acima de R$ 199 na categoria de Supermercado e acima de R$ 79,00 para as demais categorias. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,08/05/2025
A serpentina é de alumínio ou cobre?,"Olá, tudo bem? Como somos os vendedores dos produtos, as informações que compartilhamos em nossas publicações são as que os fabricantes possuem, no entanto, a informação solicitada não é disponibilizada no site oficial do fornecedor do produto. Mas entendemos a importância e pedimos que continue acompanhando, caso surja alguma atualização, adicionaremos no anúncio! Ficamos à disposição!",MLB36440291,08/05/2025
Anuncia frete grátis full e quando você abre o anuncio tem que pagar frete. Isso é propaganda enganosa?,"Olá, tudo bem? O benefício do Frete Grátis pode variar conforme as dimensões, peso do produto e com a sua pontuação no nosso programa de fidelidade (Mercado Pontos) para produtos acima de R$ 199 na categoria de Supermercado e acima de R$ 79,00 para as demais categorias. Excelente produto! Permanecemos à disposição!",MLB36440291,08/05/2025
Não tem como entregar em angra dos reis,"Olá, tudo bem? Compreendemos a sua situação e garantiremos que você receba o suporte adequado. Neste caso, a equipe responsável é quem pode te ajudar diretamente, mas vou te guiar para conseguir entrar em contato com eles facilmente. Basta acessar o site https://www.mercadolivre.com.br/ajuda e selecionar as opções de acordo com sua situação ou clicar em ""Fale Conosco"" para entrar em contato com o atendimento. Também é possível acessar por meio do app Mercado Livre: no menu de opções, selecione ""Ajuda"" Clique em Fale Conosco Em breve você receberá retorno. Ficamos à disposição!",MLB36440291,08/05/2025
"Entrei no link de ajuda e lá diz que posso fazer a compra e depois combinar a entrega com o vendedor, porém preciso saber quanto ficaria o frete no cep 89182000, sabendo o valor aí conseguirei ver se já posso comprar","Olá, tudo bem? Combinar a entrega não se aplica aos anúncios ""Full"", pois esses ficam armazenados no centro de distribuição do Mercado Livre e a logística é feita pelo Mercado Envios e não pelo vendedor. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,07/05/2025
"Aqui não têm essa opção só diz que não entrega nesta região, porém gostaria muito de comprar com vocês, seria possível talvez ?","Olá, tudo bem? Por aqui não temos todas as informações sobre sua solicitação, mas vamos te ajudar a entrar em contato com a equipe responsável. Basta acessar o site https://www.mercadolivre.com.br/ajuda e selecionar as opções de acordo com sua situação ou clicar em ""Fale Conosco"" para entrar em contato com o atendimento. Também é possível acessar por meio do app Mercado Livre: no menu de opções, selecione ""Ajuda"" Clique em Fale Conosco Em breve você receberá retorno. Ficamos à disposição!",MLB36440291,07/05/2025
Olá. Entrega no cep 89182000? Por transportadora,"Olá, tudo bem? O prazo de entrega pode variar de acordo com o endereço informado. Para calcular o prazo correto de entrega, é só digitar o CEP no campo ""Calcular o prazo de entrega"" próximo ao botão comprar. Todos os nossos envios são realizados através da logística própria do Mercado Livre. Os produtos podem ser enviados por transportadora ou Correios, a escolha é feita pensando na melhor rota e no menor prazo de entrega para você. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,07/05/2025
"Também estou há um bom tempo olhando este anúncio para ver se entrega nesta região porém sempre a mesma frase, que não faz envios para esta região. Este é o melhor anúncio deste produto e gostaria de comprar.","Olá, tudo bem? Vamos te ajudar a entrar em contato com a equipe responsável. Basta acessar o site https://www.mercadolivre.com.br/ajuda e selecionar as opções de acordo com sua situação ou clicar em ""Fale Conosco"" para entrar em contato com o atendimento. Também é possível acessar por meio do app Mercado Livre: no menu de opções, selecione ""Ajuda"" Clique em Fale Conosco Em breve você receberá retorno. Ficamos à disposição!",MLB36440291,07/05/2025
Ele é gelo seco ou nao ?,"Olá, tudo bem? Não, esse freezer não é gelo seco, ele utiliza gás refrigerante R600a e possui tecnologia de degelo manual. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,04/05/2025
Olá preciso saber as dimensões internas do produto?,"Olá, tudo bem? Como somos os vendedores dos produtos, as informações que compartilhamos em nossas publicações são as que os fabricantes possuem, no entanto, a informação solicitada não é disponibilizada no site oficial do fornecedor do produto. Mas entendemos a importância e pedimos que continue acompanhando, caso surja alguma atualização, adicionaremos no anúncio! Ficamos à disposição!",MLB36440291,03/05/2025
ele é frost free?,"Olá, tudo bem? Não, esse freezer é Defrost, precisa de degelo manual. É um excelente produto, você vai amar. Aguardamos sua compra e permanecemos à disposição!",MLB36440291,29/04/2025
"Qual o valor do frete? Cep 48990-000 andorinha, bahia","Boa tarde. O valor do frete de 1 unidade para o cep 48990000 é R$ 701,50 para o tipo de entrega ""Normal"" com prazo estimado de entrega de até 10-09-2025. Para calcular o valor do frete para mais quantidades basta inserir a quantidade desejada proximo ao botão ""Comprar agora"" e clicar em Calculador de frete ou Modificar. Atenciosamente, Carmel imports.",MLB35828386,26/08/2025
"Qual o valor do frete? Cep 48990-000 andorinha, bahia","Boa tarde. O valor do frete de 1 unidade para o cep 48990000 é R$ 701,50 para o tipo de entrega ""Normal"" com prazo estimado de entrega de até 10-09-2025. Para calcular o valor do frete para mais quantidades basta inserir a quantidade desejada proximo ao botão ""Comprar agora"" e clicar em Calculador de frete ou Modificar. Atenciosamente, Carmel imports.",MLB21850282,26/08/2025
Esse freezer tem a conservação sem energia de 135 horas?,"Olá ALVESMARIA20230809145406, agradecemos seu contato. Sim! O Freezer Horizontal Hisense 198L modelo FC257NW possui capacidade de conservação sem energia por até 135 horas, conforme informado pelo fabricante. Isso significa que ele mantém a temperatura interna adequada por um longo período em caso de falta de energia. Ficamos à disposição Atenciosamente equipe Gazin.",MLB17894610,17/11/2025
Ele é Congelamento rápido ?,"Muito bom dia! A faixa de temperatura ajustável entre 10°C e -25°C permite adaptar o funcionamento conforme a sua necessidade, seja para armazenar congelados ou bebidas geladas.",MLB17894610,08/10/2025
"Eu quero fazer a compra, só está falando que não tem entrega para o meu endereço 39550-000","Olá, tudo bem? Por aqui não temos todas as informações sobre sua solicitação, mas vamos te ajudar a entrar em contato com a equipe responsável. Basta acessar o site https://www.mercadolivre.com.br/ajuda e selecionar as opções de acordo com sua situação ou clicar em ""Fale Conosco"" para entrar em contato com o atendimento. Também é possível acessar por meio do app Mercado Livre: no menu de opções, selecione ""Ajuda"" Clique em Fale Conosco Em breve você receberá retorno. Ficamos à disposição!",MLB15763505,20/11/2025
Está falando que não tem entrega para o meu endereço 39550-000,"Olá, tudo bem? Por aqui não temos todas as informações sobre sua solicitação, mas vamos te ajudar a entrar em contato com a equipe responsável. Basta acessar o site https://www.mercadolivre.com.br/ajuda e selecionar as opções de acordo com sua situação ou clicar em ""Fale Conosco"" para entrar em contato com o atendimento. Também é possível acessar por meio do app Mercado Livre: no menu de opções, selecione ""Ajuda"" Clique em Fale Conosco Em breve você receberá retorno. Ficamos à disposição!",MLB15763505,20/11/2025
Qual as dimesoes,"Olá, tudo bem? As dimensões do Freezer Horizontal Midea 295L são: altura de 85 cm, largura de 1,12 m e profundidade de 68 cm. Aguardamos sua compra e permanecemos à disposição!",MLB15763505,29/10/2025
Um congelador Grande,"Olá, tudo bem? Estamos aqui para te ajudar! Pode, por favor, nos dar mais detalhes sobre a sua dúvida? Aguardamos seu retorno.",MLB15763505,28/10/2025
Esse freezer é frost free ?,"Olá, tudo bem? Esse freezer não possui tecnologia Frost Free, portanto, ele pode formar gelo dentro dele, sendo necessário realizar o degelo manual. Aproveite e garanta esse excelente produto! Aguardamos sua compra e permanecemos à disposição!",MLB15763505,27/10/2025
Ok muito obrigado por ter me ajudado,"Olá, tudo bem? Por nada! :) Qualquer outra dúvida, estamos à disposição, conte sempre conosco!",MLB15763505,28/10/2025
Um congelador de por exemplo de 400 e poucos litros,"Olá, tudo bem? A capacidade do Freezer Horizontal Midea é de 295 litros. Aguardamos sua compra e permanecemos à disposição!",MLB15763505,28/10/2025
Bom dia qual a garantia do freezer?,"Olá, tudo bem? O prazo do Compra Garantida, que é a garantia fornecida pelo Mercado Livre, é de 30 dias e pelo fabricante é de 12 meses. Aguardamos as suas compras e ficamos sempre à disposição!",MLB15763505,28/10/2025
